title,price,location,Mileage,Drivetrain,Exterior color,Interior color,Fuel Consumption,Fuel type,Battery charge time,Battery range,Make:,Model:,Year:,Trim:,Body type:,Exterior colour:,Interior colour:,Mileage:,Condition:,VIN:,Stock number:,Combined gas mileage:,City gas mileage:,Highway gas mileage:,Fuel type:,Battery capacity:,Battery charge time (240V):,Battery range:,Transmission:,Drivetrain:,NHTSA overall safety rating:,NHTSA frontal crash rating:,NHTSA side crash rating:,NHTSA rollover rating:,Doors:,Front legroom:,Back legroom:,Cargo volume:,Transmission,Dealer:,Backup camera,Battery charge time (120V):,Cabin size:,Bed length:,Safety rating,Alloy wheels,Bluetooth
2023 Tesla Model 3 Long Range AWD,"$41,988","Oakville, ON","40,000",All-Wheel Drive,Gray,Black,1.9 L/100km,Electric,11.5 hr,576 km,Tesla,Model 3,2023.0,Long Range AWD,Sedan,Gray,Black,"40,000 km",Used,RPC9004499,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,11.5 hr,576 km,Automatic,All-Wheel Drive,4 doors,,,,,1085 mm,894 mm,648 L,,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$44,998","Surrey, BC","62,978",All-Wheel Drive,Blue,Black,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Blue,Black,"62,978 km",Used,5YJYGDEE8MF152867,GL0451,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$29,572","Surrey, BC","91,890",Rear-Wheel Drive,,,,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,,,"91,890 km",Used,5YJ3E1EAXLF704234,24WG2628B,,,,Electric,50 kWh,10 hr,402 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2018 Tesla Model 3 Long Range RWD,"$28,500","Burnaby, BC","106,300",Rear-Wheel Drive,Red,,1.9 L/100km,Electric,12 hr,499 km,Tesla,Model 3,2018.0,Long Range RWD,Sedan,Red,,"106,300 km",Used,5YJ3E1EA9JF029246,29246,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,75 kWh,12 hr,499 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model Y Performance AWD,"$51,675","Winnipeg, MB","49,587",All-Wheel Drive,,,,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,,,"49,587 km",Used,7SAYGDEF2NF548449,U10514,,,,Electric,75 kWh,10 hr,488 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model S Plaid AWD,"$79,999","Longueuil, QC • Home delivery available","57,936",All-Wheel Drive,Black,,2.345 L/100km,Electric,15 hr,628 km,Tesla,Model S,2021.0,Plaid AWD,Sedan,Black,,"57,936 km",Used,5YJSA1E64MF447575,GH-113637,2.3 L/100km,2.3 L/100km,2.4 L/100km,Electric,100 kWh,15 hr,628 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,744 L,Automatic,,,,,,,,
2018 Tesla Model X 100D AWD,"$50,995","North York, ON","107,223",All-Wheel Drive,Black,,,Electric,12 hr,475 km,Tesla,Model X,2018.0,100D AWD,SUV / Crossover,Black,,"107,223 km",Used,5YJXCDE28JF088550,N6092A,,,,Electric,100 kWh,12 hr,475 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,1-Speed Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$38,800","Richmond, BC","30,613",Rear-Wheel Drive,Blue,Black,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Blue,Black,"30,613 km",Used,LRW3E1FA5PC899853,C899583,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$39,990","Calgary, AB • Home delivery available","56,821",All-Wheel Drive,Pearl White Multi-Coat,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Pearl White Multi-Coat,Black,"56,821 km",Used,5YJ3E1EB4NF276575,xb76575,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$29,492","Waterloo, ON","71,207",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,Black,"71,207 km",Used,5YJ3E1EA8MF976539,MEG778AX,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,900","Richmond, BC","99,000",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"99,000 km",Used,5YJ3E1EA6LF794403,LR24-306,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$52,995","Kitchener, ON","31,924",All-Wheel Drive,Blue,Black,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,Blue,Black,"31,924 km",Used,7SAYGDEF0NF576573,16058,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$54,995","Abbotsford, BC","17,250",All-Wheel Drive,White,Black,,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,White,Black,"17,250 km",Used,LRWYGDEE1PC005823,23-005823,,,,Electric,81 kWh,11.5 hr,531 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$45,800","Concord, ON","22,965",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,White,,"22,965 km",Used,M08-883283,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,4 doors,,,,,1062 mm,1029 mm,1925 L,,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$19,880","Concord, ON","164,688",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"164,688 km",Used,5YJ3E1EA4LF803812,D10-803812,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model Y RWD,"$42,995","Concord, ON","7,600",Rear-Wheel Drive,Blue,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,Blue,,"7,600 km",Used,LRWYGDFD5PC227500,M11-227500,,,,Electric,67.6 kWh,9.4 hr,418 km,,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$38,900","Concord, ON","85,000",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,White,,"85,000 km",Used,5YJYGDEE5MF064830,M10-064830,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2019 Tesla Model 3 Mid Range RWD,"$27,995","Burnaby, BC • Home delivery available","109,310",Rear-Wheel Drive,MIDNIGHT SILVER METALLIC,"BLACK, PREMIUM SEAT TRIM",1.945 L/100km,Electric,10 hr,425 km,Tesla,Model 3,2019.0,Mid Range RWD,Sedan,MIDNIGHT SILVER METALLIC,"BLACK, PREMIUM SEAT TRIM","109,310 km",Used,5YJ3E1EA6KF265337,B13393EV,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,60 kWh,10 hr,425 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2023 Tesla Model 3 RWD,"$39,996","Truro, NS","13,654",Rear-Wheel Drive,,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,,,"13,654 km",Used,LRW3E1FA5PC846019,U6019,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$28,990","Concord, ON","97,800",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,White,,"97,800 km",Used,5YJ3E1EB0LF789173,M11-789173,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$24,995","Toronto, ON","90,900",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"90,900 km",Used,5YJ3E1EA7LF789713,R41007,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$36,980","Concord, ON","108,886",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,White,,"108,886 km",Used,5YJYGDEE7MF064649,Ma08-064649,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard RWD,"$23,990","Concord, ON","88,766",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,354 km,Tesla,Model 3,2019.0,Standard RWD,Sedan,Gray,,"88,766 km",Used,5YJ3E1EAXKF881414,D05-881414,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,354 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$34,800","Richmond, BC","38,600",Rear-Wheel Drive,White,White,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,White,"38,600 km",Used,5YJ3E1EA7MF994160,s-C994160,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2020 Tesla Model X Performance AWD,"$76,888","Burlington, ON","65,200",All-Wheel Drive,White,White,2.6 L/100km,Electric,12 hr,491 km,Tesla,Model X,2020.0,Performance AWD,SUV / Crossover,White,White,"65,200 km",Used,5YJXCDE45LF266385,311416A,2.6 L/100km,2.6 L/100km,2.6 L/100km,Electric,100 kWh,12 hr,491 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,543 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$37,480","Concord, ON","98,600",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Black,,"98,600 km",Used,Ma08-881401,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,4 doors,,,,,1062 mm,1029 mm,1925 L,,Automatic,,,,,,,,
2022 Tesla Model X AWD,"$79,999","Montreal, QC","59,768",All-Wheel Drive,,,,Electric,,534 km,Tesla,Model X,2022.0,AWD,SUV / Crossover,,,"59,768 km",Used,7SAXCDE52NF344331,,,,,Electric,100 kWh,,534 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1044 mm,983 mm,1231 L,1-Speed Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$29,995","Abbotsford, BC","69,000",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,White,,"69,000 km",Used,5YJ3E1EA6KF321955,A4311,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$34,880","Concord, ON","50,688",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Gray,,"50,688 km",Used,5YJ3E1EAXPF427316,M10-427316,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model 3 Long Range AWD,"$43,979","Gatineau, QC","37,800",All-Wheel Drive,Black,Black,1.9 L/100km,Electric,11.5 hr,576 km,Tesla,Model 3,2023.0,Long Range AWD,Sedan,Black,Black,"37,800 km",Used,LRW3E1EB4PC850167,e3019,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,11.5 hr,576 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$34,997","Edmonton, AB","25,323",Rear-Wheel Drive,,,,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,,,"25,323 km",Used,5YJ3E1EA5MF085303,PW5611,,,,Electric,50 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2019 Tesla Model 3 Standard RWD,"$32,499","Surrey, BC","36,897",Rear-Wheel Drive,,,,Electric,10 hr,354 km,Tesla,Model 3,2019.0,Standard RWD,Sedan,,,"36,897 km",Used,5YJ3E1EA4KF407717,PB1292,,,,Electric,50 kWh,10 hr,354 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model Y Performance AWD,"$45,998","St-leonard, QC • Home delivery available","24,215",All-Wheel Drive,Black (Charcoal),Black,1.99 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,Black (Charcoal),Black,"24,215 km",Used,5YJYGDEF2LF011901,614659,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$39,888","Concord, ON","33,495",All-Wheel Drive,Red,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Red,Black,"33,495 km",Used,5YJ3E1EB1NF128724,5177-P,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,995","Lévis, QC • Home delivery available","70,535",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"70,535 km",Used,5YJ3E1EAXLF794081,A104081,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 Performance AWD,"$45,489","Drummondville, QC","41,229",All-Wheel Drive,Gray,,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2022.0,Performance AWD,Sedan,Gray,,"41,229 km",Used,5YJ3E1ECXNF254220,16450U,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2018 Tesla Model 3 Standard RWD,"$26,995","Waterloo, ON","76,920",Rear-Wheel Drive,Black,Black,1.945 L/100km,Electric,12 hr,354 km,Tesla,Model 3,2018.0,Standard RWD,Sedan,Black,Black,"76,920 km",Used,5YJ3E1EA2JF027404,7678,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,50 kWh,12 hr,354 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,490","Bedford, NS","81,680",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"81,680 km",Used,5YJ3E1EA5LF642757,36026,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$26,880","Concord, ON","89,000",Rear-Wheel Drive,Black,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Black,,"89,000 km",Used,5YJ3E1EA0MF052726,D10-052726,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$25,988","Oakville, ON","93,000",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"93,000 km",Used,RLF6427279,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,4 doors,,,,,1085 mm,894 mm,424 L,,,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$28,480","Concord, ON","68,857",Rear-Wheel Drive,Blue,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Blue,,"68,857 km",Used,M04-999465,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$23,995","Toronto, ON","98,000",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Gray,,"98,000 km",Used,5YJ3E1EAXKF414252,F414252,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$39,887","Concord, ON","77,966",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Black,,"77,966 km",Used,5YJYGDEE7MF210192,M11-210192,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2022 Tesla Model 3 Long Range AWD,"$42,995","St. Albert, AB • Home delivery available","50,451",All-Wheel Drive,Red,Black,1.9 L/100km,Electric,10 hr,538 km,Tesla,Model 3,2022.0,Long Range AWD,Sedan,Red,Black,"50,451 km",Used,5YJ3E1EB9NF311837,NF311837,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,538 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$48,995","Blainville, QC","41,201",All-Wheel Drive,White,Black,1.945 L/100km,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,White,Black,"41,201 km",Used,7SAYGDEE5PF775936,H0878,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,81 kWh,11.5 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2023 Tesla Model Y RWD,"$44,995","Richmond, BC","20,904",Rear-Wheel Drive,,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,,,"20,904 km",Used,LRWYGDFD1PC163584,J2363584P,,,,Electric,67.6 kWh,9.4 hr,418 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$33,907","Edmonton, AB","47,499",Rear-Wheel Drive,,,,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,,,"47,499 km",Used,5YJ3E1EA3MF924154,PW7289,,,,Electric,50 kWh,10 hr,430 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$35,800","Concord, ON","23,586",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Gray,,"23,586 km",Used,5YJ3E1EA7PF573107,M11-573107,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$21,795","Newmarket, ON","137,000",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"137,000 km",Used,5YJ3E1EA4LF529379,a009,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$48,995","Penticton, BC","19,061",All-Wheel Drive,Blue,Black,,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Blue,Black,"19,061 km",Used,5YJYGDEE0MF116848,24PK235,,,,Electric,75 kWh,10 hr,509 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model 3,"$22,977","York, ON • Home delivery available","115,000",,,,,Electric,,,Tesla,Model 3,2020.0,,,,,"115,000 km",Used,5YJ3E1EA3LF786534,W24-252,,,,Electric,,,,Automatic,,,,,,,,,,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$34,998","Burnaby, BC","31,516",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,,"31,516 km",Used,5YJ3E1EA5MF871733,OGT2900A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$28,900","Toronto, ON","49,699",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,White,Black,"49,699 km",Used,5YJ3E1EA4MF915186,,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,Excella Automotive Inc,,,,,,,
2016 Tesla Model X P90D AWD,"$49,888","Vancouver, BC","85,049",All-Wheel Drive,Gray,Black,2.6 L/100km,Electric,12 hr,402 km,Tesla,Model X,2016.0,P90D AWD,SUV / Crossover,Gray,Black,"85,049 km",Used,BJE2598,2.6 L/100km,2.6 L/100km,2.6 L/100km,Electric,90 kWh,12 hr,402 km,Automatic,All-Wheel Drive,4 doors,,,,,1046 mm,975 mm,736 L,,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$52,520","Barrie, ON","39,253",All-Wheel Drive,Gray,,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,Gray,,"39,253 km",Used,7SAYGDEF1NF447628,G9470,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$34,490","Concord, ON","35,966",All-Wheel Drive,Red (Maroon),,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Red (Maroon),,"35,966 km",Used,D08-886627,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,4 doors,,,,,1085 mm,894 mm,424 L,,Automatic,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$23,800","Concord, ON","160,426",All-Wheel Drive,Gray,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Gray,,"160,426 km",Used,5YJ3E1EB4LF643276,M10-643276,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Long Range AWD,"$33,990","Concord, ON","72,866",All-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,568 km,Tesla,Model 3,2021.0,Long Range AWD,Sedan,White,,"72,866 km",Used,5YJ3E1EB3MF919013,M10-919013,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,10 hr,568 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$28,480","Concord, ON","69,860",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Gray,,"69,860 km",Used,M06-888980,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,Automatic,,,,,,,,
